"activity" "subject" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()"
"5" "2" -9.87271889259259 -9.57304989259259 -9.49741851296296 -9.86685818703704 -9.7419442037037 -9.45927078703704 -9.81085715555555 -9.7105943962963 -9.82841446481481 -9.72998629814815 -9.71441996481481 -9.64856701851852 -9.79324000740741 -9.83447258518519 -9.73610118333333 -9.57874965 -9.57874965 -9.76675280185185 -9.5394338037037 -9.77204427777778 -9.89056469814815 -9.57908842222222 -9.46433583518519 -9.83007923703704 -9.73520241111111 -9.84599905185185 -9.7498812462963 -9.7103605037037 -9.69754295740741 -9.60519381481481 -9.7516046 -9.56788725740741 -9.77754298148148 2.77911472222222 -2.37470866666667 -2.73128780555556 8.96928566851852 -3.70062696851852 2.68085560555556 7.12644999259259 1.60294849444444 0.0400741111111111 -2.4156937962963 -6.20667154259259 5.98094648148148 -5.64832083888889 -3.9333825037037 -5.37823272592593 -9.65875181296296 -9.65875181296296 -9.80489077407407 -9.63466341851852 -9.83951904259259 -9.83946739814815 -9.59871697407407 -9.62471195740741 -9.80973241666667 -9.70851337962963 -9.79775152037037 -9.67037112037037 -9.72576152962963 -9.60627696111111 -9.64052166481481 -9.77065295555555 -9.61775904814815 -9.77849827407407
"6" "2" -9.74059464791667 -9.8027739875 -9.84233296875 -9.59014441458333 -9.88211865208333 -9.84230418125 -9.8587216875 -9.8317254125 -9.88442014375 -9.88275232916667 -9.82291608958333 -9.60306560416667 -9.93235849166667 -9.89567537916667 -9.8803582125 -9.72873912916667 -9.72873912916667 -9.8551807625 -9.61164053958333 -9.89718095208333 -9.73246482083333 -9.81025105625 -9.84792185 -9.87250255833333 -9.84987392916667 -9.89345368541667 -9.88860685833333 -9.81910616458333 -9.63174222291667 -9.75121387916667 -9.84568489166667 -9.6109837875 -9.89492660416667 2.81373403958333 -1.87508203958333 -2.50491417916667 -5.09754238125 7.52536639375 6.46834879583333 7.18871971666667 3.15626063125 -0.03612231875 -2.528261825 -5.66043694583333 6.72829461666667 -6.84747427708333 -3.75219767083333 -5.38498538958333 -9.77435485208333 -9.77435485208333 -9.87741696041667 -9.50011569583333 -9.91767074166667 -9.76725059791667 -9.79800877916667 -9.84380981875 -9.85813630833333 -9.82768250416667 -9.86197134583333 -9.864311425 -9.83321635416667 -9.626718875 -9.75110196458333 -9.85374114791667 -9.72112972708333 -9.90248702291667
"1" "3" -3.60356726034483 -1.99410294310345 -3.87411994310345 -9.7777159137931 -9.62355639482759 -9.52091795 -2.79690725689655 -1.62921617586207 -5.2948611637931 -5.71869560172414 -5.63793260172414 -4.76696411551724 -3.85922986034483 -6.39087984137931 -5.36664080344828 -3.28428936551724 -3.28428936551724 -3.25300601896552 -5.61510683275862 -5.67371560862069 -3.79276781206897 -2.5737249 -4.22998473965517 -2.96596633103448 0.109622970689655 -5.43529108103448 -6.15121369827586 -5.68888673448276 -5.45896388103448 -4.56373080862069 -2.43594011551724 -6.32643292931034 -5.49087007931035 2.75567462068966 -1.94562982413793 -3.26495801551724 9.36506743275862 -2.61986357931034 -1.82541291896552 1.1104535862069 0.0471916034482759 0.373158039655172 -3.25543852931034 -4.52474016206897 4.24329960862069 -2.79422192241379 -1.29887816034483 -1.06844052931034 -2.54690333275862 -2.54690333275862 -2.80009317413793 -4.66411754137931 -5.66135217931035 -3.40348814482759 -1.21607521551724 -4.12374074482759 -3.13977406896552 -2.42039133103448 -5.14137255344828 -4.37845763793103 -5.61526265344828 -4.18126217413793 -2.90031535172414 -3.17340098965517 -5.69755772241379 -6.07751646034483
"2" "3" -3.13123437627119 1.74955732033898 -3.69754604067797 -9.44040819322034 -9.09825953898305 -9.09469675084746 -4.58364616949153 -2.66267968305085 -7.08551711864407 -4.75493650169492 -5.82742845932203 -4.92327305084746 -5.07270757966102 -7.75774143389831 -5.73433947627119 -3.33597432542373 -3.33597432542373 -4.39020591694915 -4.36373198983051 -7.18028040338983 -3.39523791864407 1.20741863389831 -3.50797226271186 -4.86446509661017 -2.76983636610169 -7.38705863898305 -5.05895095423729 -5.56045947118644 -5.61097649661017 -4.47994369152542 -4.8060920220339 -4.83562332542373 -7.40033436271186 2.83693598983051 -0.915098244067797 -3.9694493559322 8.83533436101695 -3.82851153728814 -1.62943955254237 1.00895821864407 0.433446554237288 -0.565346577966102 0.817761520338983 -1.77503808474576 -0.553094547457627 -1.73245316271186 -1.07207648305085 -0.185002584745763 -2.51127517457627 -2.51127517457627 -4.36901159491525 -3.73706032372881 -6.58861401355932 -4.06349277457627 -1.35330870338983 -5.04494528474576 -4.78434306271186 -3.15684440508475 -6.77314534067797 -3.86720365932203 -6.37293508305085 -4.31503361525424 -3.15866079491525 -4.12920898474576 -5.14211583728814 -7.16877778644068
"3" "3" -1.11593187959184 -0.648133716326531 -3.89979283061224 -9.50061129591837 -9.46094637755102 -8.99943947755102 -1.19639435102041 -1.39016279387755 -5.71735243061224 -2.44222841020408 -5.46740387959184 -4.4230776755102 -2.84710895102041 -6.80947338163265 -3.65507235714286 -0.773295208163265 -0.773295208163265 -1.64970025714286 -2.43057224081633 -5.83919211020408 -1.76112176122449 -1.98739861020408 -4.04596070204082 -2.05851376326531 -1.64754187346939 -6.13525074285714 -2.80766646326531 -5.53094540204082 -5.48164313265306 -2.38389762857143 -2.29714484693878 -2.97088367755102 -6.24910820612245 2.92423484693878 -2.17003356734694 -2.95803020204082 9.39057787755102 -2.28829214285714 -4.30657438571429 1.31729039591837 0.277815810204082 0.251354455102041 -2.28830975102041 -0.570702255102041 2.09549215102041 -1.1846161244898 -1.40136421836735 -0.809641718367347 -1.34468213877551 -1.34468213877551 -2.54598752244898 -2.36124806734694 -5.08567577142857 -1.21384034693878 -0.474557583673469 -4.04452414285714 -1.45377492244898 -1.67136390408163 -5.29059450612245 -1.74686827755102 -5.42694164081633 -3.07478659183673 -0.182171295918367 -1.06274061836735 -3.44717989795918 -5.76277199387755
"4" "3" -9.71010120961538 -8.56617812115385 -8.75110175384615 -9.57324457884615 -9.03923008269231 -8.97736318269231 -9.74467390384615 -9.53631390961538 -9.74661565961538 -9.65434768461538 -9.44854571346154 -9.26413710384615 -9.72546905961538 -9.78635908653846 -9.73751670576923 -8.703017 -8.703017 -9.66550084230769 -9.38099871538462 -9.76772675961539 -9.71605878461538 -8.496556575 -8.64322464038461 -9.76283534807692 -9.56461756730769 -9.771595725 -9.68013062884615 -9.39609988461538 -9.30633150769231 -8.74626592115385 -9.66568852884615 -9.35279371538462 -9.76689802692308 2.62660362884615 -1.20895013269231 -3.57459305769231 9.01098984615385 3.72894445961538 1.12759393846154 6.49398021538462 2.77492689615385 0.747121759615385 -2.88156613269231 -3.97603048269231 4.66926869423077 -7.29463149423077 -3.55617373653846 -4.47700967884615 -8.95383350192308 -8.95383350192308 -9.69080752884615 -9.19354372307692 -9.77998051923077 -9.70154440961538 -8.91907751346154 -9.17987925384615 -9.74950363461538 -9.54170151346154 -9.70845669423077 -9.57550637692308 -9.5617355 -9.34967958846154 -9.04185725576923 -9.65888891730769 -9.46664943653846 -9.77898105576923
"5" "3" -9.6674254295082 -8.93449307213115 -9.11419015081967 -9.82020428032787 -9.57425321803279 -9.28161577377049 -9.57086489344262 -9.41686785737705 -9.73059634918033 -9.00462227540984 -9.27788618196721 -9.1236408147541 -9.40937642459016 -9.68433747868852 -9.58293011803279 -9.15143303606557 -9.15143303606557 -9.48770043278689 -8.8212522147541 -9.57679766885246 -9.69931287377049 -8.9243434852459 -9.04801254590164 -9.60570921803279 -9.43948547213115 -9.75595949508197 -9.01985672459016 -9.23125941147541 -9.19743846065574 -9.21836076557377 -9.48206814426229 -8.83439718032787 -9.57121510491803 2.80046513278689 -1.6362909557377 -2.68953197377049 9.3503077852459 -3.01735130327869 0.275777167213115 6.64761754754098 0.845782026229508 -0.839112927868852 -2.45893511639344 -4.68032288360656 5.27338479344262 -4.91327507213115 -4.00363908196721 -4.43332175409836 -9.25430819016393 -9.25430819016393 -9.59303840327869 -8.92089349344262 -9.62339339672131 -9.60123409508197 -9.08075353770492 -9.39507735245902 -9.57666856721312 -9.43497973606557 -9.69174903442623 -9.01282267540984 -9.37711157213115 -9.16172537704918 -9.26968932295082 -9.48627467704918 -9.13682362622951 -9.60331717868852
"6" "3" -9.82776639193548 -9.62057544516129 -9.6369103483871 -9.82512193064516 -9.81202749677419 -9.64807543870968 -9.8087931483871 -9.68710724677419 -9.82093162903226 -9.74545752096774 -9.77272653709677 -9.63505609032258 -9.80328645 -9.86762741935484 -9.83338279516129 -9.64218176451613 -9.64218176451613 -9.76121297903226 -9.54275110967742 -9.83139255645161 -9.83691129032258 -9.64094604193548 -9.6327908016129 -9.83122615967742 -9.71044012741936 -9.83711904677419 -9.75986433709677 -9.77032495483871 -9.67256854193548 -9.68350217419355 -9.75305377903226 -9.55441855806452 -9.82568158064516 2.75516852741935 -2.03662199516129 -3.04639576451613 -2.41758478064516 8.37032099677419 4.8870318516129 7.32858316129032 3.24568196129032 -0.946809248387097 -2.2397508983871 -6.55022733709677 6.86485036774194 -6.1524892516129 -3.89771765322581 -4.92905224354839 -9.72791346129032 -9.72791346129032 -9.79484593387097 -9.51564751451613 -9.8671362516129 -9.80665609032258 -9.61169982903226 -9.68332141612903 -9.80513202258065 -9.68752113709678 -9.79122344354839 -9.70167262903226 -9.78099682258065 -9.62341960806452 -9.6552427516129 -9.75949597903226 -9.6458672483871 -9.84278251290323
"1" "4" -4.40829971333333 -2.03316201833333 -5.86252806833333 -9.83826494833333 -9.67963221 -9.62968112 -3.11306156333333 -3.00378396666667 -7.513913825 -5.00916659 -6.65394092833333 -6.62608226 -4.92341066833333 -8.07419937 -6.40454132833333 -5.27679103166667 -5.27679103166667 -3.16918956 -5.53116111166667 -7.301463685 -4.47234929666667 -2.77641700166667 -5.94198325666667 -3.053278745 -2.81739878 -7.72359087333333 -5.42646759 -6.54657770166667 -7.16458475166667 -6.51172628166667 -3.20458701 -5.93937200833333 -7.57768081166667 2.78582015166667 -1.41213342166667 -4.20464892 9.63999696833333 -3.39614565166667 1.27764112666667 2.02427018333333 -0.425354748333333 0.888289566666667 -2.328731135 -3.29136612833333 6.31680451166667 -1.485115215 -0.835383028333333 -2.65081920166667 -3.12050574166667 -3.12050574166667 -3.66700879833333 -4.886119535 -6.813040365 -4.26719449666667 -2.36226835 -6.31005470833333 -3.58883413666667 -2.94423488833333 -7.28991595666667 -3.73384540666667 -6.88460056666667 -6.01381129166667 -4.50804558333333 -3.18587811 -6.01226797666667 -7.24327420666667
"2" "4" -2.51317881730769 -1.19037841153846 -3.72137777692308 -9.58495235576923 -9.23376019038461 -9.19619453269231 -3.80488027307692 -3.24274186538462 -7.26495311923077 -4.54431043269231 -5.51185569230769 -3.60811047884615 -5.33666803846154 -8.40722752692308 -5.56236584807692 -2.33883729230769 -2.33883729230769 -4.37261477884615 -5.10974134423077 -7.55270457692308 -2.31995435192308 -2.25964468269231 -3.45109817692308 -3.96762584807692 -3.48792503269231 -7.62772175 -4.83548693461538 -4.89824279230769 -4.24533512307692 -3.01005898461538 -4.97324087307692 -5.52489628846154 -7.94209483076923 2.70876696730769 -2.85846740384615 -3.81983983076923 9.46264314423077 -2.32944304615385 7.47400036730769 0.257518790384615 -0.977173940384615 0.197098869230769 0.733553944230769 -2.04916462115385 2.52150186153846 -2.20777375769231 -1.25331970576923 -1.15269061538462 -2.03000326730769 -2.03000326730769 -4.00922254807692 -2.99779407884615 -6.86978374423077 -3.01296413653846 -1.20122817307692 -5.24655722692308 -4.18304647307692 -3.22717583461538 -6.90106934230769 -3.710689925 -6.84310201538462 -3.50765737115385 -3.08407344230769 -3.97406285 -5.75794072115385 -7.40749226346154
